敝绨恶粟,敝衣粝食
不蔓不支,不蔓不枝
风谲云诡,风云变幻
耳食之论,耳食之言
残羹剩饭,残羹冷炙
得势,得宠
对证,对质
颠簸不破,颠扑不碎
吹法螺,吹牛
标致,大方
百战百胜,不败之地
尘寰,尘凡
禀报,呈报
博物多闻,博物洽闻
保境息民,保国安民
残羹剩汁,残羹冷炙
唾壶敲缺,唾壶击缺
端相,打量
初阶,发端
负担,承当
丢盔弃甲,丢盔抛甲
杯水之敬,杯水之谢
步斗踏罡,步罡踏斗
电光火石,昙花一现
沉寂,岑寂
伐罪,讨伐
大海捞针,铁树开花
放恣,奔放
同床共枕,长枕大被
玷污,玷辱
茶饭不思,茶饭无心
铲去,铲平
断壁残垣,断壁颓垣
超然物外,超以象外
附庸,附属
富贵荣华,富可敌国
摧眉折腰,低头折节
贪嘴,贪吃
白天见鬼,白日见鬼
繁丝急管,繁弦急管
跗萼联芳,跗萼连晖
滔滔汩汩,滔滔不绝
台启,台览
垂手而得,触手可及
服役,从军
对付,凑合
端本澄源,端本正源
赤诚待人,推心置腹
酬报,酬劳
保存,存储
缚舌交唇,齰舌缄唇
偷合取容,偷合苟容
不光,不但
处之袒然,从容不迫
摆布,拨弄
饭馆,饭店
必恭必敬,彬彬有礼
大庭广众,稠人广坐
放射,发射
称孤道寡,独断专行
等闲视之,淡然置之
通知,通告
出死入生,赴汤蹈火
涕泪交加,涕泪交集
拆西补东,拆东补西
同流合污,同恶相济
德隆望重,德隆望尊
范围,范畴
对床夜雨,风雨连床
不了了之,不了而了
博古通今,博通经籍
百舍重茧,百舍重趼
不欺地下,不欺暗室
丰姿绰约,风度娴雅
百岁之后,百年之后
得意扬扬,八面威风
长篇累牍,长篇大论
底细,底子
挑选,挑拣
投井下石,投阱下石
烽火连天,兵火连天
投入,参加
风雨漂摇,动荡不安
草率从事,草率了事
太古,泰初
提示,提醒
奋发有为,奋发图强
道歉,抱歉
寸步难行,步履艰难
调解,调和
不足,不敷
方子,单方
噩耗,悲讯
独是独非,独断专行
分斤掰两,分斤拨两
唇不离腮,秤不离砣
布衣粝食,布衣蔬食
捶胸顿脚,捶胸跌足
多此一举,把饭叫饥
太平,泰平
堂倌,茶房
添枝接叶,添枝增叶
残杀,屠杀
冲口而出,脱口而出
诚意,赤心
叹惜,叹惋
雕塑,雕塑
鼎足之势,鼎足而立
变节,变心
簇拥,蜂拥
驰魂夺魄,驰魂宕魄
风马不接,风牛马不相及
方便,便捷
同年,同庚
不看佛面看金面,不看金面看佛面
沉着,从容
反裘伤皮,反裘负薪
饱暖思淫欲,饱暖生淫欲
赤诚,成恳
颓垣断堑,颓垣败井
不知高下,不知高低
比肩随踵,比肩继踵
釜中生尘,釜鱼甑尘
白华之怨,白头之叹
风流倜傥,倜傥风流
道尽途穷,道尽途殚
不可估量,不可捉摸
釜中生尘,釜中生鱼
听凭,听任
到手,得手
参天两地,参天贰地
裁人,裁员
放下屠刀,痛改前非
哺糟啜醨,哺糟歠醨
风姿绰约,风度娴雅
丁公凿井,穿井得人
残缺,残破
听之任之,放任自流
变幻不测,变幻莫测
徒劳无益,徒劳无功
伴食中书,伴食宰相
低廉,便宜
出其不备,出其不意
挺胸突肚,插胸叠肚
胆大泼天,胆大包天
荡袖,拂袖
不守妇道,不安于位
不丰不杀,不丰不俭
莼羹鲈脍,莼鲈之思
垂死挣扎,负隅顽抗
垂头塌翅,垂头铩羽
不断,不息
犯错,出错
编削,窜改
蜂拥蚁聚,蜂屯蚁聚
添枝接叶,添枝加叶
独断独行,独断专行
称孤道寡,独霸一方
不偢不倸,不揪不睬
动怒,发火
衬映,衬托
灞陵夜猎,霸陵醉尉
东跑西颠,东奔西走
当头一棒,当头棒喝
闭门不出,闭门却扫
奋勇争先,奋勇当先
传神写照,传神阿堵
发表,发布
东床坦腹,乘龙快婿
箪食瓢饮,箪瓢陋巷
推陈出新,标新立异
出类拔萃,超群轶类
迭床架屋,床上安床
部署,布署
丹心,赤心
慈详,慈善
福泽,福分
豺狼当涂,豺狼塞路
不识好歹,不知好歹
宾朋盈门,宾客盈门
百战百胜,八攻八克
涂歌巷舞,涂歌邑诵
粗枝大叶,大而化之
惩一儆众,惩一警百
博斗,斗争
贪得无厌,贪婪无餍
鼎足而居,鼎足而立
搬迁,搬场
痴钝,迟钝
栋梁之才,非池中物
不白之冤,负屈含冤
称呼,称谓
飞扬跋扈,称王称霸
逢山开路,逢山开道
不甘后人,不甘示弱
覆没,覆灭
贪猥无厌,贪心不足
孱弱,孱羸
吊颈,投缳
长辈,父老
吊祭,吊唁
丰度,丰采
吹嘘,吹捧
愁闷,烦闷
查询,查问
发兵,出兵
并立,独立
东山再起,出山小草
定则,定章
太息,叹气
低头搭脑,低头耷脑
大厦将倾,大厦将颠
卑鄙龌龊,卑鄙下流
发情,发姣
池鱼之祸,池鱼之殃
锋芒毕露,不露锋芒
闭关自主,闭关自守
成竹在胸,从容不迫
风烛残年,风中之烛
逞妍斗色,逞娇呈美
拔帜易帜,拔赵帜立汉帜
大显神通,大展宏图
富人,富翁
飞鸿踏雪,飞鸿印雪
当务之急,当劳之急
颠来播去,颠来簸去
蜂拥而至,蜂拥而上
闭门却轨,闭门却扫
丰充,丰收
推陈出新,推陈致新
不知去向,不翼而飞
避人眼目,避人耳目
闭关锁国,闭关自守
初阶,初步
福寿绵绵,福寿无疆
探伤,探测
错落,纷乱
大张声势,大张旗鼓
服帖,帖服
抚景伤情,触景生情
烦躁,动乱
不名一文,不值一钱
残剩,残余
单独,独自
不甘雌服,不甘示弱
付与,赋予
统统,通盘
断章截句,断章摘句
非同儿戏,非同小可
保驾护航,添砖加瓦
禀报,报告
额手相庆,额手称庆
保护伞,保护神
兵强马壮,兵强将勇
沉默,沉静
否去泰来,否极泰来
初版,第一版
投石拔距,投石超距
诽谤,斥责
迸发,迸出
点缀,粉饰
分炊,分居
当场出丑,当场出彩
端详,端视
传杯换盏,传杯弄盏
鹑衣百结,不修边幅
芳醇,芳香
不吝金玉,不吝指教
俯拾皆是,不胜枚举
匆促,仓促
焚香礼拜,顶礼膜拜
贩夫皁隶,贩夫走卒
繁荣富强,繁荣昌盛
诚惶诚恐,触目惊心
放下屠刀，立地成佛,痛改前非
天穹,苍穹
浮夸,浮躁
通例,常例
触景伤怀,触景伤心
探汤蹈火,赴汤蹈火
大众文学,通俗文学
焚林而猎,焚林而田
百二山川,百二山河
费尽心机,费尽心思
层次,档次
车殆马烦,车怠马烦
不识抬举,不知好歹
百巧千穷,百巧成穷
白发朱颜,白发红颜
